,limericks,rhyme_score,nonrhyme_score,context_score
686,"this is the first day of may 
 ill be confessing my sins  theres no way 
 its the best time to go 
 so i say to the guy 
 i feel blessed now that i can say mass

",1,6,0.737568326
687,"im in awe that the whole human race 
 wore the color of light blue  they all face 
 the cold cruel cruel cold 
 isnt all and its sad 
 now the white folks in charge are my base

",3,6,0.736749895
688,"what i wrote in the firstfew months of spring 
 brought me fame and attention at last 
 then the next thing i knew 
 the name of that poet 
 twas the one who on sunday went gawd

",0,6,0.735183097
689,"so much music here is to me 
 every bit is my favorite b 
 that i yearn for their sound 
 as i hear and bebound 
 but theyll never come out i agree

",4,6,0.734798521
690,"theyre the stars of the tv show 
 theyre the best of our nation so 
 why would anyone choose 
 to perform such a show 
 in fact i dont see any of you

",3,3,0.733848631
691,"the chacma baboon was the name 
 of a tropical forest acclaim 
 a species of fissures 
 not found on theissees 
 but wildants they sure arent tame

",3,6,0.733080529
692,"we were off to the loo and our dog 
 for a visit and dogberry jam 
 the weather was sunny 
 the food was quite sunny 
 but i ate them to death and how sad

",1,6,0.731856413
693,"when at work there is one thing i dread 
 i get called to the desk for a headsup 
 on my face theres a frown 
 when they ask me to clown 
 since the state is my one and the devil

",1,6,0.731506109
694,"it will always remain for a while 
 but no one can say why a while 
 its the name of the land 
 that you find there at hand 
 as the land that is known as chile

",2,6,0.731078759
695,"when the bard sang of love hed create 
 in the song he brought hearts to their lies 
 what a shame that his name 
 had since become the same 
 as the hearts that were used for the pies

",2,6,0.730706021
696,"as you drive on your way you are bound 
 to be hit by a bus and its bound 
 to make both of you stop 
 and that bus then will drop 
 youll be stuck as a dead person forlorn

",2,6,0.730506554
697,"i was buying a gun for my daughter 
 i wanted the gun to fire a lot her 
 said sir i need your kind sir 
 you said sir but yourister 
 shes more like a girl than the other

",4,0,0.728776366
698,"when a fellow has eyes on the screen 
 then some things his mind just cant seen 
 but he never would blink 
 since the guy is a book 
 of the nightlife a man or a queen

",3,6,0.72761938
699,"my daughter a fine fashionista 
 bought a dress for her wedding at bordello 
 it was so pretty chic 
 i thought oh my gosh 
 it sure looked like a marigold sunda

",1,6,0.725918345
700,"that old danny and her new dora 
 with her daintiest pixie dottora 
 is a colourfaced hound 
 and shes never been found 
 but this doggets the collootie sure a

",4,6,0.725659266
701,"a long time ago when i was young 
 a chameleon appeared said a tongue 
 on a tuesday theres no way 
 to tell im or okay 
 now my face is much shorter this twong

",4,6,0.72380352
702,"the amor mortuus may be 
 a bad luck for his soul and his tum 
 but to cure his bad blues 
 is a task he would lose 
 though it might save the cost of a spree

",2,6,0.722215235
703,"the word abu is a word that aint new 
 its a tongue that we use for a jew 
 a low birthstone from latin 
 that some people are nattin 
 when theyre ara touchit aint new

",4,6,0.721575659
704,"an abseil the top of a boat 
 if i dont make a clean joke and dont note 
 that the bottom is clean 
 i can bet you can see 
 that no germ would ever be found in it

",1,6,0.719176531
705,"an american cook called mervine 
 tried to find something good in the vine 
 its in wine for the meadow 
 and then he would add em 
 till the taste became plain old and fine

",3,6,0.718216464
706,"our familys wealth will increase 
 if we dont go on strike or by peace 
 this is just a fact 
 so if theres a glut 
 of our assets youre welcome to seize

",3,6,0.717282865
707,"if a book thats been covered in wax 
 is a monastic digest its a breeze 
 this process will start 
 but itll take a lot 
 of my time to read stuff in this phase

",1,6,0.716403849
708,"the danish and hofsted not hard 
 to make up a word meaning yard 
 theyre both called as you know 
 like my danish for snow 
 and your kofis  i can understand

",2,6,0.714678653
709,"she showedered her new dress with a smirk 
 and looked up at her date with a gleirk 
 i say this is a cinch 
 ive an airheaded flinch 
 and believe me shes really a work

",4,4,0.713689089
710,"my doctor had taught me to watch 
 to be sure that a patient is hot 
 but i hadnt the heart 
 to think that i could 
 then around six hundred  i did

",0,4,0.713289762
711,"in the end as fate decreed it took 
 the greatcat as a cat went to sleep 
 there he wasnt that great 
 till the end said he would date 
 his cat mitzvah this mitzvah makes him grow

",1,6,0.713120759
712,"a blackhat isnt all that hes cute 
 it means not very much of a hoot 
 but if someone says he 
 will not be called me 
 its a joke or an asp excuse

",2,6,0.712687835
713,"heres the meaning to what i have stated 
 when i asked for this silly question 
 you were excused youre absolved 
 and the question is solved 
 not guilty  your names mary smith stated

",2,6,0.712393291
714,"in the cold war two states of darien 
 could at first be a nation for one 
 one state was a republic 
 the others a republic 
 the emirates which came from the sun

",4,6,0.711097792
715,"a diphthong is something that means 
 from the tongue to the toes all the beans 
 all the chitinous parts 
 as you speak up my points 
 are you sure what your body means

",3,3,0.710751072
716,"there are times when the whole gang must be seen 
 one might hear an old man get potted 
 an old dog though it seems 
 with his ears out at nights 
 its no use to be frightened or be green

",1,6,0.710445851
717,"the carpenters work wasnt much 
 after carpenters worked for the lord 
 he said to them all 
 as a job you are small 
 they looked on the bright side and laughed

",1,6,0.70964168
718,"our love life had always been swell 
 now that all of uss come to a swell 
 ill be wed and be kissed 
 and just howll you please fix 
 your problem youre stuck in this shell

",3,6,0.709195912
719,"i will share this sad news with you chris 
 since for years you have suffered thisris 
 your heartbroken eyes 
 seemed to slowly disguise 
 it was only an amnesia

",2,6,0.708837755
720,"that mans the cochran a true cox 
 his looks are so fawningly blue 
 hes my brother in town 
 but i shouldnt depend 
 on that mousie for dinner and you know

",0,6,0.708491854
721,"when the gossips of greek grecian lore 
 came and forth theyd get sore 
 so we wrote down a word 
 a most wonderful bird 
 as the craneskull ate what they bore

",4,6,0.708372504
722,"if a film were a musical disaster 
 and your ears were all clogged up with plaster 
 of plaster and paint 
 it would fail to look quaint 
 now that hues are a far better mirror

",4,6,0.706721272
723,"its a dutiful and gentle old church 
 with twelve storystheres some thats perversion 
 to get there please take it slow 
 cathartic is c 
 and the second stories arent really listers

",0,6,0.706086241
724,"our church is a place of aeness 
 thats been hard to ignore or suppress 
 with its loud churchyleater 
 and loud churchyleater 
 we keep all our neighbors in check

",2,6,0.705437623
725,"theres no cause for alarm or foration 
 in the us it is more than frustration 
 for the french were all born 
 to have suffered the morn 
 from the blow of the air attack

",2,2,0.703900725
726,"a bigamist keeps the big pot 
 in the house like a grand double threat 
 and if her ex spouse 
 comes up with some cash 
 then hell have to decide what to do

",0,6,0.703671202
727,"its a phrase that has worked me forsooth 
 to give birth to a boy i have looth 
 and when young my son gab 
 leaves me a firm scar 
 he will come and his dad must get booed

",3,4,0.703474022
728,"my friend an old cuckoo from scotland 
 has an itch and cant move till shes got bottland 
 she sits and complains 
 and shell never get used 
 my best friend would go home from the shop land

",3,6,0.700260587
729,"when weve spanned a year or more 
 they have called us a full year of war 
 if they say theres no doubt 
 theres no cause for doubt 
 well believe in a plan thats for sure

",4,6,0.699709982
730,"theres no way to avoid such strife 
 with the  delirium present in life 
 since theres life force for me 
 whats the best way to flee 
 to befree will not work for my wife

",4,6,0.698320992
731,"an athenian   an ashen gray bird 
 that is sometimes a chrysalis heard 
 isnt really of yore 
 but of leopards and war 
 it is used to help keep warm in the herd

",4,6,0.697326217
732,"my dad always said to me son 
 we must go out to dinner this sun 
 at the club where youd feign 
 to pay at the line 
 thats a thing i would never shun

",3,6,0.697099872
733,"a blossom is green and stands tall 
 in a lawn that is often a ball 
 in a flower of blue 
 a blossom that you 
 can see from your front when you stroll

",4,6,0.696698889
734,"if theres one thing thats certain theres no 
 one whos able to pay for a call 
 when youre speaking of bills 
 that have gone up in flames 
 its an arty whos ready to gnaw

",0,6,0.696379736
735,"theres a bale thats a tree called the corsay 
 its a beautiful tree and i savor 
 this rich wood that i own 
 but i dont have a shown toe 
 my sweetie cant bear to buy one now any

",0,6,0.694634691
736,"you can tell from my wits i possess 
 as for what i do bestow i possess 
 though my skills are quite broad 
 you could well know for a start 
 i enjoy playing chessa the most

",1,6,0.69395943
737,"if youre seeking to find a new role 
 in a game that is not just lame 
 like the man and the bird 
 with their songs and their word 
 please consider their cry criollo

",1,6,0.693468127
